#Enter number of particles (N): #Enter density (rho): #Enter initial temperature (T): #Enter runtime: #Enter time step (dt): #Enter random seed: #Enter burn-in time (burninTime): 
#N=343 L=7.000000 T=0.100000 runtime=40.000000 dt=0.010000 seed=13 burninTime=0.900000
# time     E         U          K         T   <[H-<H>]^2>
10.180000 -3.855819 -5.586538 1.730719 1.153813 0.001345
10.190000 -3.857113 -5.594412 1.737300 1.158200 0.001345
10.200000 -3.856989 -5.598219 1.741230 1.160820 0.001344
10.210000 -3.856646 -5.599395 1.742749 1.161833 0.001343
10.220000 -3.857198 -5.603597 1.746399 1.164266 0.001343
10.230000 -3.858157 -5.602747 1.744589 1.163060 0.001343
10.240000 -3.857380 -5.584095 1.726715 1.151143 0.001342
10.250000 -3.855735 -5.558670 1.702934 1.135289 0.001342
10.260000 -3.855765 -5.550001 1.694235 1.129490 0.001341
10.270000 -3.855930 -5.561980 1.706050 1.137367 0.001341
10.280000 -3.857156 -5.590328 1.733172 1.155448 0.001340
10.290000 -3.859456 -5.615227 1.755771 1.170514 0.001342
10.300000 -3.858897 -5.607369 1.748472 1.165648 0.001343
10.310000 -3.854891 -5.579703 1.724812 1.149875 0.001344
10.320000 -3.853569 -5.588669 1.735101 1.156734 0.001348
10.330000 -3.856115 -5.652666 1.796551 1.197701 0.001347
10.340000 -3.858045 -5.734004 1.875959 1.250639 0.001347
10.350000 -3.860409 -5.792677 1.932269 1.288179 0.001351
10.360000 -3.860042 -5.791675 1.931633 1.287755 0.001355
10.370000 -3.856782 -5.736142 1.879361 1.252907 0.001354
10.380000 -3.855396 -5.674133 1.818737 1.212491 0.001354
10.390000 -3.856544 -5.631432 1.774888 1.183259 0.001353
10.400000 -3.856313 -5.598318 1.742005 1.161337 0.001353
10.410000 -3.854982 -5.578305 1.723323 1.148882 0.001353
10.420000 -3.856503 -5.585203 1.728700 1.152467 0.001353
10.430000 -3.858526 -5.597926 1.739400 1.159600 0.001353
10.440000 -3.858473 -5.587958 1.729485 1.152990 0.001353
10.450000 -3.855611 -5.560338 1.704727 1.136484 0.001353
10.460000 -3.854550 -5.556157 1.701608 1.134405 0.001355
10.470000 -3.856467 -5.590586 1.734120 1.156080 0.001354
10.480000 -3.857717 -5.635372 1.777654 1.185103 0.001353
10.490000 -3.857577 -5.667026 1.809449 1.206299 0.001353
10.500000 -3.857368 -5.682378 1.825010 1.216673 0.001352
10.510000 -3.856618 -5.685214 1.828596 1.219064 0.001352
10.520000 -3.855946 -5.688317 1.832371 1.221581 0.001351
10.530000 -3.857364 -5.700744 1.843380 1.228920 0.001351
10.540000 -3.858456 -5.704917 1.846461 1.230974 0.001351
10.550000 -3.857285 -5.687835 1.830549 1.220366 0.001350
10.560000 -3.856373 -5.666273 1.809900 1.206600 0.001350
10.570000 -3.857510 -5.653908 1.796398 1.197599 0.001349
10.580000 -3.857853 -5.637706 1.779853 1.186569 0.001349
10.590000 -3.856660 -5.611693 1.755033 1.170022 0.001348
10.600000 -3.856005 -5.591188 1.735183 1.156789 0.001348
10.610000 -3.857494 -5.583860 1.726367 1.150911 0.001347
10.620000 -3.858217 -5.571039 1.712822 1.141881 0.001347
10.630000 -3.856424 -5.544406 1.687982 1.125321 0.001347
10.640000 -3.856305 -5.525836 1.669530 1.113020 0.001346
10.650000 -3.857417 -5.517180 1.659763 1.106509 0.001346
10.660000 -3.855575 -5.507745 1.652170 1.101447 0.001345
10.670000 -3.854728 -5.519480 1.664753 1.109835 0.001346
10.680000 -3.854909 -5.565410 1.710500 1.140334 0.001347
10.690000 -3.857607 -5.635974 1.778367 1.185578 0.001347
10.700000 -3.859978 -5.689020 1.829042 1.219361 0.001350
10.710000 -3.858818 -5.689234 1.830416 1.220278 0.001351
10.720000 -3.856046 -5.652760 1.796714 1.197809 0.001350
10.730000 -3.855978 -5.619808 1.763830 1.175887 0.001350
10.740000 -3.856984 -5.597522 1.740538 1.160359 0.001349
10.750000 -3.855834 -5.577117 1.721283 1.147522 0.001349
10.760000 -3.855079 -5.573437 1.718357 1.145571 0.001349
10.770000 -3.856199 -5.595169 1.738970 1.159313 0.001349
10.780000 -3.856748 -5.625512 1.768765 1.179176 0.001348
10.790000 -3.856648 -5.652472 1.795825 1.197216 0.001347
10.800000 -3.857581 -5.672417 1.814836 1.209891 0.001347
10.810000 -3.857120 -5.674507 1.817387 1.211591 0.001346
10.820000 -3.856022 -5.665706 1.809685 1.206456 0.001346
10.830000 -3.855382 -5.663678 1.808296 1.205531 0.001346
10.840000 -3.855702 -5.678744 1.823042 1.215361 0.001346
10.850000 -3.857113 -5.705798 1.848685 1.232457 0.001345
10.860000 -3.856550 -5.728050 1.871501 1.247667 0.001344
10.870000 -3.855502 -5.753876 1.898374 1.265583 0.001344
10.880000 -3.858150 -5.792102 1.933952 1.289301 0.001344
10.890000 -3.858602 -5.809915 1.951313 1.300875 0.001345
10.900000 -3.857759 -5.795680 1.937921 1.291947 0.001345
10.910000 -3.856356 -5.761782 1.905426 1.270284 0.001344
10.920000 -3.855875 -5.728691 1.872816 1.248544 0.001344
10.930000 -3.856195 -5.706220 1.850025 1.233350 0.001343
10.940000 -3.856563 -5.692337 1.835774 1.223849 0.001342
10.950000 -3.857716 -5.680481 1.822765 1.215177 0.001342
10.960000 -3.857780 -5.655824 1.798044 1.198696 0.001342
10.970000 -3.855822 -5.620830 1.765008 1.176672 0.001341
10.980000 -3.855904 -5.601498 1.745595 1.163730 0.001341
10.990000 -3.857455 -5.597884 1.740429 1.160286 0.001341
11.000000 -3.857074 -5.589827 1.732753 1.155168 0.001340
11.010000 -3.856019 -5.580908 1.724889 1.149926 0.001340
11.020000 -3.857302 -5.583699 1.726397 1.150931 0.001339
11.030000 -3.858846 -5.582792 1.723946 1.149297 0.001340
11.040000 -3.857594 -5.561304 1.703710 1.135807 0.001339
11.050000 -3.855566 -5.539583 1.684017 1.122678 0.001339
11.060000 -3.855517 -5.548818 1.693301 1.128867 0.001339
11.070000 -3.857471 -5.591442 1.733970 1.155980 0.001339
11.080000 -3.859713 -5.636832 1.777120 1.184747 0.001341
11.090000 -3.859445 -5.650917 1.791472 1.194314 0.001343
11.100000 -3.856797 -5.636694 1.779897 1.186598 0.001342
11.110000 -3.854783 -5.633981 1.779197 1.186132 0.001343
11.120000 -3.857523 -5.667721 1.810197 1.206798 0.001343
11.130000 -3.858335 -5.703059 1.844724 1.229816 0.001343
11.140000 -3.857727 -5.720628 1.862901 1.241934 0.001342
11.150000 -3.857966 -5.722764 1.864798 1.243199 0.001342
11.160000 -3.857036 -5.707529 1.850492 1.233661 0.001342
11.170000 -3.856737 -5.686457 1.829721 1.219814 0.001341
11.180000 -3.857583 -5.664005 1.806422 1.204281 0.001340
11.190000 -3.856351 -5.635490 1.779140 1.186093 0.001340
11.200000 -3.857902 -5.613682 1.755779 1.170519 0.001340
11.210000 -3.856874 -5.585839 1.728965 1.152643 0.001339
11.220000 -3.855923 -5.564233 1.708309 1.138873 0.001339
11.230000 -3.856822 -5.562305 1.705483 1.136989 0.001338
11.240000 -3.856900 -5.570024 1.713124 1.142083 0.001337
11.250000 -3.857321 -5.581889 1.724568 1.149712 0.001337
11.260000 -3.856432 -5.590188 1.733756 1.155837 0.001336
11.270000 -3.855876 -5.601863 1.745988 1.163992 0.001336
11.280000 -3.856313 -5.620457 1.764144 1.176096 0.001335
11.290000 -3.856832 -5.636950 1.780118 1.186746 0.001335
11.300000 -3.857355 -5.641898 1.784543 1.189695 0.001334
11.310000 -3.857160 -5.628910 1.771750 1.181167 0.001334
11.320000 -3.856160 -5.603513 1.747352 1.164902 0.001333
11.330000 -3.855404 -5.582941 1.727537 1.151692 0.001333
11.340000 -3.855486 -5.581077 1.725591 1.150394 0.001333
11.350000 -3.856119 -5.600502 1.744383 1.162922 0.001333
11.360000 -3.858700 -5.629657 1.770957 1.180638 0.001333
11.370000 -3.857763 -5.637316 1.779553 1.186369 0.001333
11.380000 -3.855050 -5.639534 1.784485 1.189657 0.001334
11.390000 -3.857658 -5.665494 1.807836 1.205224 0.001333
11.400000 -3.857927 -5.683342 1.825415 1.216943 0.001333
11.410000 -3.856122 -5.685927 1.829805 1.219870 0.001333
11.420000 -3.855573 -5.698916 1.843343 1.228895 0.001332
11.430000 -3.859212 -5.726844 1.867632 1.245088 0.001334
11.440000 -3.860502 -5.721856 1.861354 1.240903 0.001338
11.450000 -3.856647 -5.669005 1.812358 1.208238 0.001337
11.460000 -3.854408 -5.622847 1.768440 1.178960 0.001339
11.470000 -3.856752 -5.617385 1.760632 1.173755 0.001338
11.480000 -3.857130 -5.626861 1.769732 1.179821 0.001338
11.490000 -3.857322 -5.639795 1.782473 1.188316 0.001337
11.500000 -3.857948 -5.649057 1.791110 1.194073 0.001337
11.510000 -3.857374 -5.644627 1.787253 1.191502 0.001336
11.520000 -3.857511 -5.632192 1.774681 1.183121 0.001336
11.530000 -3.858147 -5.611802 1.753655 1.169103 0.001336
11.540000 -3.856460 -5.581174 1.724714 1.149810 0.001335
11.550000 -3.855380 -5.564202 1.708823 1.139215 0.001335
11.560000 -3.856013 -5.576965 1.720952 1.147301 0.001335
11.570000 -3.857229 -5.610175 1.752946 1.168631 0.001334
11.580000 -3.859225 -5.641704 1.782479 1.188319 0.001336
11.590000 -3.859030 -5.642034 1.783004 1.188669 0.001337
11.600000 -3.856354 -5.612029 1.755675 1.170450 0.001336
11.610000 -3.853267 -5.591714 1.738447 1.158965 0.001340
11.620000 -3.855312 -5.620366 1.765054 1.176703 0.001340
11.630000 -3.858483 -5.670142 1.811658 1.207772 0.001341
11.640000 -3.858638 -5.693044 1.834405 1.222937 0.001341
11.650000 -3.857121 -5.682600 1.825479 1.216986 0.001340
11.660000 -3.855781 -5.661874 1.806093 1.204062 0.001340
11.670000 -3.856457 -5.652068 1.795612 1.197074 0.001340
11.680000 -3.858084 -5.644147 1.786063 1.190708 0.001340
11.690000 -3.856581 -5.619019 1.762438 1.174959 0.001339
11.700000 -3.855185 -5.595975 1.740790 1.160527 0.001339
11.710000 -3.856895 -5.594338 1.737443 1.158295 0.001339
11.720000 -3.857321 -5.596713 1.739392 1.159595 0.001338
11.730000 -3.855851 -5.599817 1.743966 1.162644 0.001338
11.740000 -3.857278 -5.618156 1.760878 1.173919 0.001337
11.750000 -3.857800 -5.633381 1.775580 1.183720 0.001337
11.760000 -3.857135 -5.635248 1.778112 1.185408 0.001336
11.770000 -3.856836 -5.631563 1.774728 1.183152 0.001336
11.780000 -3.856139 -5.629078 1.772938 1.181959 0.001335
11.790000 -3.856353 -5.636258 1.779905 1.186604 0.001335
11.800000 -3.857566 -5.649019 1.791453 1.194302 0.001334
11.810000 -3.857489 -5.651287 1.793798 1.195865 0.001334
11.820000 -3.856613 -5.643563 1.786950 1.191300 0.001333
11.830000 -3.857321 -5.636528 1.779208 1.186138 0.001333
11.840000 -3.857365 -5.625440 1.768076 1.178717 0.001332
11.850000 -3.857107 -5.611664 1.754557 1.169705 0.001332
11.860000 -3.857208 -5.601285 1.744077 1.162718 0.001331
11.870000 -3.856666 -5.596616 1.739951 1.159967 0.001331
11.880000 -3.856138 -5.604037 1.747899 1.165266 0.001330
11.890000 -3.856303 -5.628324 1.772021 1.181347 0.001330
11.900000 -3.857511 -5.662630 1.805118 1.203412 0.001329
11.910000 -3.857775 -5.687626 1.829851 1.219901 0.001329
11.920000 -3.857109 -5.696883 1.839774 1.226516 0.001328
11.930000 -3.857001 -5.698277 1.841277 1.227518 0.001328
11.940000 -3.857046 -5.695454 1.838409 1.225606 0.001327
11.950000 -3.857356 -5.689293 1.831937 1.221291 0.001327
11.960000 -3.857473 -5.676518 1.819044 1.212696 0.001326
11.970000 -3.855507 -5.661869 1.806362 1.204241 0.001326
11.980000 -3.857149 -5.667779 1.810630 1.207087 0.001326
11.990000 -3.857579 -5.677277 1.819698 1.213132 0.001325
12.000000 -3.857937 -5.678860 1.820924 1.213949 0.001325
12.010000 -3.857215 -5.671140 1.813925 1.209283 0.001324
12.020000 -3.857365 -5.662058 1.804694 1.203129 0.001324
12.030000 -3.856138 -5.652624 1.796487 1.197658 0.001323
12.040000 -3.855852 -5.654451 1.798600 1.199066 0.001323
12.050000 -3.857110 -5.668910 1.811800 1.207866 0.001323
12.060000 -3.859126 -5.674081 1.814955 1.209970 0.001324
12.070000 -3.858291 -5.643838 1.785547 1.190365 0.001324
12.080000 -3.855998 -5.591970 1.735972 1.157315 0.001324
12.090000 -3.856353 -5.551283 1.694930 1.129953 0.001323
12.100000 -3.856853 -5.522777 1.665924 1.110616 0.001322
12.110000 -3.856160 -5.500308 1.644148 1.096099 0.001322
12.120000 -3.854706 -5.493318 1.638612 1.092408 0.001323
12.130000 -3.855042 -5.518675 1.663634 1.109089 0.001323
12.140000 -3.856981 -5.569040 1.712059 1.141373 0.001323
12.150000 -3.857329 -5.617112 1.759783 1.173189 0.001322
12.160000 -3.857418 -5.653677 1.796258 1.197506 0.001322
12.170000 -3.858084 -5.674419 1.816336 1.210890 0.001322
12.180000 -3.857081 -5.671721 1.814640 1.209760 0.001321
12.190000 -3.856094 -5.658436 1.802342 1.201562 0.001321
12.200000 -3.856338 -5.648080 1.791742 1.194494 0.001320
12.210000 -3.856788 -5.637158 1.780370 1.186913 0.001320
12.220000 -3.857257 -5.617479 1.760222 1.173482 0.001319
12.230000 -3.857872 -5.581239 1.723367 1.148911 0.001319
12.240000 -3.856710 -5.524411 1.667701 1.111800 0.001318
12.250000 -3.854282 -5.469664 1.615382 1.076922 0.001320
12.260000 -3.853928 -5.455071 1.601143 1.067429 0.001322
12.270000 -3.856158 -5.487902 1.631744 1.087829 0.001322
12.280000 -3.858565 -5.533531 1.674965 1.116643 0.001322
12.290000 -3.857950 -5.554675 1.696725 1.131150 0.001322
12.300000 -3.856425 -5.554298 1.697873 1.131915 0.001322
12.310000 -3.855429 -5.553901 1.698473 1.132315 0.001322
12.320000 -3.855702 -5.568558 1.712856 1.141904 0.001322
12.330000 -3.857060 -5.594878 1.737819 1.158546 0.001321
12.340000 -3.857478 -5.615570 1.758092 1.172062 0.001321
12.350000 -3.856180 -5.626471 1.770291 1.180194 0.001320
12.360000 -3.856226 -5.642692 1.786467 1.190978 0.001320
12.370000 -3.856555 -5.662725 1.806170 1.204113 0.001319
12.380000 -3.856475 -5.677779 1.821304 1.214202 0.001319
12.390000 -3.856945 -5.683663 1.826718 1.217812 0.001318
12.400000 -3.856417 -5.673869 1.817452 1.211635 0.001318
12.410000 -3.855360 -5.656426 1.801066 1.200711 0.001318
12.420000 -3.854570 -5.649646 1.795076 1.196717 0.001319
12.430000 -3.855584 -5.666283 1.810699 1.207133 0.001319
12.440000 -3.857482 -5.693539 1.836057 1.224038 0.001318
12.450000 -3.857724 -5.704460 1.846737 1.231158 0.001318
12.460000 -3.856439 -5.693367 1.836929 1.224619 0.001318
12.470000 -3.856845 -5.673793 1.816948 1.211299 0.001317
12.480000 -3.856422 -5.644521 1.788099 1.192066 0.001316
12.490000 -3.855060 -5.614784 1.759724 1.173149 0.001317
12.500000 -3.855793 -5.604148 1.748356 1.165570 0.001317
12.510000 -3.857585 -5.604824 1.747239 1.164826 0.001316
12.520000 -3.858645 -5.592950 1.734306 1.156204 0.001317
12.530000 -3.858043 -5.556571 1.698527 1.132352 0.001317
12.540000 -3.855999 -5.510227 1.654229 1.102819 0.001316
12.550000 -3.856772 -5.483261 1.626489 1.084326 0.001316
12.560000 -3.857760 -5.469454 1.611694 1.074463 0.001316
12.570000 -3.856027 -5.457490 1.601463 1.067642 0.001315
12.580000 -3.855007 -5.468786 1.613779 1.075853 0.001316
12.590000 -3.855806 -5.517021 1.661215 1.107477 0.001316
12.600000 -3.858162 -5.585183 1.727021 1.151347 0.001316
12.610000 -3.859202 -5.634601 1.775398 1.183599 0.001317
12.620000 -3.858807 -5.644583 1.785776 1.190517 0.001317
12.630000 -3.857304 -5.621222 1.763918 1.175946 0.001317
12.640000 -3.854631 -5.592689 1.738058 1.158706 0.001318
12.650000 -3.854394 -5.598649 1.744256 1.162837 0.001319
12.660000 -3.857007 -5.640469 1.783462 1.188974 0.001319
12.670000 -3.858578 -5.676819 1.818241 1.212161 0.001319
12.680000 -3.858240 -5.677114 1.818875 1.212583 0.001319
12.690000 -3.857023 -5.642003 1.784980 1.189987 0.001319
12.700000 -3.856049 -5.589965 1.733916 1.155944 0.001318
12.710000 -3.854649 -5.541751 1.687102 1.124735 0.001319
12.720000 -3.854110 -5.522353 1.668243 1.112162 0.001321
12.730000 -3.855199 -5.542042 1.686842 1.124562 0.001322
12.740000 -3.856268 -5.586398 1.730130 1.153420 0.001321
12.750000 -3.857024 -5.636109 1.779085 1.186057 0.001321
12.760000 -3.856555 -5.678078 1.821523 1.214349 0.001320
12.770000 -3.856632 -5.714804 1.858172 1.238781 0.001319
12.780000 -3.857288 -5.743714 1.886425 1.257617 0.001319
12.790000 -3.857371 -5.756088 1.898717 1.265811 0.001318
12.800000 -3.857853 -5.750646 1.892794 1.261862 0.001318
12.810000 -3.858706 -5.723222 1.864516 1.243011 0.001319
12.820000 -3.857077 -5.668477 1.811401 1.207600 0.001318
12.830000 -3.854247 -5.613920 1.759674 1.173116 0.001320
12.840000 -3.855186 -5.598982 1.743795 1.162530 0.001320
12.850000 -3.857018 -5.613405 1.756387 1.170925 0.001320
12.860000 -3.856475 -5.632156 1.775682 1.183788 0.001319
12.870000 -3.856709 -5.657260 1.800551 1.200367 0.001319
12.880000 -3.858581 -5.682316 1.823735 1.215823 0.001319
12.890000 -3.859788 -5.679790 1.820003 1.213335 0.001321
12.900000 -3.858099 -5.634398 1.776300 1.184200 0.001321
12.910000 -3.853701 -5.576758 1.723057 1.148705 0.001324
12.920000 -3.852453 -5.571576 1.719123 1.146082 0.001329
12.930000 -3.855897 -5.636814 1.780917 1.187278 0.001329
12.940000 -3.859163 -5.719894 1.860731 1.240488 0.001330
12.950000 -3.859389 -5.766340 1.906951 1.271300 0.001331
12.960000 -3.858103 -5.765885 1.907781 1.271854 0.001331
12.970000 -3.855991 -5.738312 1.882322 1.254881 0.001331
12.980000 -3.854813 -5.716344 1.861531 1.241021 0.001332
12.990000 -3.856343 -5.717114 1.860771 1.240514 0.001331
13.000000 -3.858683 -5.718649 1.859966 1.239978 0.001332
13.010000 -3.858381 -5.688449 1.830068 1.220045 0.001332
13.020000 -3.856325 -5.631117 1.774791 1.183194 0.001332
13.030000 -3.855104 -5.579194 1.724090 1.149393 0.001332
13.040000 -3.854640 -5.556807 1.702167 1.134778 0.001333
13.050000 -3.855190 -5.571851 1.716661 1.144441 0.001333
13.060000 -3.856549 -5.613324 1.756775 1.171183 0.001333
13.070000 -3.858638 -5.655284 1.796646 1.197764 0.001333
13.080000 -3.857425 -5.669994 1.812569 1.208379 0.001333
13.090000 -3.855959 -5.681488 1.825529 1.217020 0.001332
13.100000 -3.857331 -5.708753 1.851422 1.234281 0.001332
13.110000 -3.857197 -5.729000 1.871803 1.247869 0.001331
13.120000 -3.858719 -5.734468 1.875749 1.250499 0.001332
13.130000 -3.858907 -5.705843 1.846936 1.231291 0.001333
13.140000 -3.856269 -5.646733 1.790464 1.193643 0.001332
13.150000 -3.851594 -5.610445 1.758851 1.172567 0.001340
13.160000 -3.857864 -5.649815 1.791951 1.194634 0.001340
13.170000 -3.860570 -5.685635 1.825065 1.216710 0.001344
13.180000 -3.858611 -5.666148 1.807537 1.205025 0.001344
13.190000 -3.855311 -5.615704 1.760393 1.173596 0.001344
13.200000 -3.854032 -5.584339 1.730307 1.153538 0.001346
13.210000 -3.856817 -5.590269 1.733452 1.155635 0.001345
13.220000 -3.857210 -5.600272 1.743062 1.162042 0.001345
13.230000 -3.855530 -5.605526 1.749996 1.166664 0.001345
13.240000 -3.855808 -5.624766 1.768958 1.179305 0.001345
13.250000 -3.857591 -5.652494 1.794903 1.196602 0.001344
13.260000 -3.857883 -5.663722 1.805839 1.203893 0.001344
13.270000 -3.856417 -5.653831 1.797414 1.198276 0.001344
13.280000 -3.855612 -5.643209 1.787596 1.191731 0.001343
13.290000 -3.856688 -5.643323 1.786635 1.191090 0.001343
13.300000 -3.856912 -5.642788 1.785876 1.190584 0.001342
13.310000 -3.856107 -5.640482 1.784375 1.189583 0.001342
13.320000 -3.856397 -5.648366 1.791969 1.194646 0.001342
13.330000 -3.857686 -5.663165 1.805480 1.203653 0.001341
13.340000 -3.857501 -5.668616 1.811115 1.207410 0.001341
13.350000 -3.856974 -5.666108 1.809134 1.206090 0.001340
13.360000 -3.858302 -5.659613 1.801311 1.200874 0.001340
13.370000 -3.857386 -5.635719 1.778333 1.185555 0.001340
13.380000 -3.856707 -5.604665 1.747958 1.165305 0.001339
13.390000 -3.857377 -5.575964 1.718587 1.145725 0.001339
13.400000 -3.857527 -5.541482 1.683955 1.122637 0.001339
13.410000 -3.856518 -5.500174 1.643656 1.095771 0.001338
13.420000 -3.854567 -5.469564 1.614997 1.076664 0.001339
13.430000 -3.854298 -5.477666 1.623368 1.082245 0.001340
13.440000 -3.856784 -5.525989 1.669205 1.112803 0.001340
13.450000 -3.857960 -5.579242 1.721282 1.147521 0.001340
13.460000 -3.857586 -5.616017 1.758432 1.172288 0.001339
13.470000 -3.857577 -5.637100 1.779523 1.186349 0.001339
13.480000 -3.857718 -5.642738 1.785019 1.190013 0.001339
13.490000 -3.857799 -5.632085 1.774287 1.182858 0.001338
13.500000 -3.856997 -5.607934 1.750938 1.167292 0.001338
13.510000 -3.856396 -5.584453 1.728057 1.152038 0.001337
13.520000 -3.856064 -5.573357 1.717293 1.144862 0.001337
13.530000 -3.855911 -5.579293 1.723382 1.148921 0.001337
13.540000 -3.857276 -5.599007 1.741731 1.161154 0.001336
13.550000 -3.857586 -5.612546 1.754961 1.169974 0.001336
13.560000 -3.856441 -5.614249 1.757808 1.171872 0.001336
13.570000 -3.856582 -5.616591 1.760009 1.173339 0.001335
13.580000 -3.856980 -5.617421 1.760442 1.173628 0.001335
13.590000 -3.855944 -5.611537 1.755592 1.170395 0.001334
13.600000 -3.855142 -5.611776 1.756634 1.171089 0.001335
13.610000 -3.855032 -5.630267 1.775235 1.183490 0.001335
13.620000 -3.856460 -5.667104 1.810644 1.207096 0.001334
13.630000 -3.858427 -5.700266 1.841839 1.227893 0.001335
13.640000 -3.857725 -5.703640 1.845915 1.230610 0.001334
13.650000 -3.856792 -5.684731 1.827939 1.218626 0.001334
13.660000 -3.857698 -5.656779 1.799080 1.199387 0.001334
13.670000 -3.858252 -5.611196 1.752945 1.168630 0.001334
13.680000 -3.855742 -5.547431 1.691689 1.127793 0.001333
13.690000 -3.853963 -5.503512 1.649550 1.099700 0.001335
13.700000 -3.855693 -5.504584 1.648890 1.099260 0.001335
13.710000 -3.856636 -5.528557 1.671921 1.114614 0.001335
13.720000 -3.856994 -5.556497 1.699503 1.133002 0.001334
13.730000 -3.857725 -5.578874 1.721149 1.147432 0.001334
13.740000 -3.857219 -5.587156 1.729937 1.153291 0.001333
13.750000 -3.857104 -5.587137 1.730033 1.153355 0.001333
13.760000 -3.855982 -5.584933 1.728952 1.152634 0.001333
13.770000 -3.856418 -5.592826 1.736408 1.157605 0.001332
13.780000 -3.857792 -5.602560 1.744768 1.163179 0.001332
13.790000 -3.857137 -5.594326 1.737188 1.158126 0.001331
13.800000 -3.854798 -5.577825 1.723026 1.148684 0.001332
13.810000 -3.854550 -5.584379 1.729829 1.153219 0.001333
13.820000 -3.856207 -5.616951 1.760744 1.173829 0.001333
13.830000 -3.857600 -5.648753 1.791153 1.194102 0.001332
13.840000 -3.858000 -5.654665 1.796665 1.197777 0.001332
13.850000 -3.857559 -5.626123 1.768564 1.179043 0.001332
13.860000 -3.855393 -5.573172 1.717779 1.145186 0.001332
13.870000 -3.853306 -5.531865 1.678559 1.119039 0.001335
13.880000 -3.855084 -5.532267 1.677182 1.118122 0.001335
13.890000 -3.857310 -5.553697 1.696387 1.130925 0.001335
13.900000 -3.858061 -5.563795 1.705734 1.137156 0.001335
13.910000 -3.856349 -5.552478 1.696129 1.130753 0.001334
13.920000 -3.854479 -5.543682 1.689203 1.126135 0.001336
13.930000 -3.856081 -5.561570 1.705489 1.136992 0.001335
13.940000 -3.857924 -5.585119 1.727195 1.151463 0.001335
13.950000 -3.857022 -5.588640 1.731618 1.154412 0.001335
13.960000 -3.854756 -5.585302 1.730546 1.153697 0.001335
13.970000 -3.854644 -5.607224 1.752580 1.168387 0.001336
13.980000 -3.857213 -5.654785 1.797572 1.198381 0.001336
13.990000 -3.858594 -5.691197 1.832603 1.221736 0.001336
14.000000 -3.857198 -5.694194 1.836996 1.224664 0.001336
14.010000 -3.854096 -5.683878 1.829783 1.219855 0.001337
14.020000 -3.854813 -5.700509 1.845696 1.230464 0.001338
14.030000 -3.857080 -5.735402 1.878322 1.252215 0.001337
14.040000 -3.857431 -5.756609 1.899179 1.266119 0.001337
14.050000 -3.858355 -5.753352 1.894996 1.263331 0.001337
14.060000 -3.856854 -5.716450 1.859596 1.239731 0.001337
14.070000 -3.855024 -5.666148 1.811124 1.207416 0.001337
14.080000 -3.855053 -5.631367 1.776315 1.184210 0.001337
14.090000 -3.857264 -5.615525 1.758261 1.172174 0.001337
14.100000 -3.857695 -5.595424 1.737729 1.158486 0.001337
14.110000 -3.855109 -5.577138 1.722029 1.148019 0.001337
14.120000 -3.856438 -5.593878 1.737440 1.158293 0.001336
14.130000 -3.857187 -5.630232 1.773045 1.182030 0.001336
14.140000 -3.857875 -5.665412 1.807538 1.205025 0.001336
14.150000 -3.858705 -5.680347 1.821642 1.214428 0.001336
14.160000 -3.858319 -5.659070 1.800751 1.200500 0.001336
14.170000 -3.855844 -5.608715 1.752871 1.168580 0.001336
14.180000 -3.853674 -5.567493 1.713819 1.142546 0.001339
14.190000 -3.853349 -5.571837 1.718488 1.145659 0.001341
14.200000 -3.855731 -5.625835 1.770105 1.180070 0.001341
14.210000 -3.857403 -5.693862 1.836459 1.224306 0.001341
14.220000 -3.858089 -5.743915 1.885826 1.257217 0.001341
14.230000 -3.858330 -5.760522 1.902192 1.268128 0.001341
14.240000 -3.858061 -5.738721 1.880660 1.253774 0.001341
14.250000 -3.856636 -5.685861 1.829225 1.219483 0.001340
14.260000 -3.854807 -5.627527 1.772720 1.181813 0.001341
14.270000 -3.854695 -5.593470 1.738774 1.159183 0.001342
14.280000 -3.856723 -5.587437 1.730714 1.153809 0.001341
14.290000 -3.858020 -5.583170 1.725149 1.150099 0.001341
14.300000 -3.856383 -5.564182 1.707799 1.138533 0.001341
14.310000 -3.854695 -5.551351 1.696655 1.131104 0.001341
14.320000 -3.855764 -5.565692 1.709928 1.139952 0.001341
14.330000 -3.857560 -5.592213 1.734653 1.156435 0.001341
14.340000 -3.858684 -5.602513 1.743829 1.162553 0.001341
14.350000 -3.857889 -5.580260 1.722371 1.148247 0.001341
14.360000 -3.855207 -5.540115 1.684908 1.123272 0.001341
14.370000 -3.853522 -5.525390 1.671868 1.114579 0.001344
14.380000 -3.855809 -5.561624 1.705816 1.137210 0.001344
14.390000 -3.858087 -5.619418 1.761331 1.174220 0.001344
14.400000 -3.858706 -5.660970 1.802263 1.201509 0.001344
14.410000 -3.857487 -5.672714 1.815227 1.210151 0.001344
14.420000 -3.856064 -5.670025 1.813960 1.209307 0.001343
14.430000 -3.857774 -5.668925 1.811151 1.207434 0.001343
14.440000 -3.858196 -5.648944 1.790748 1.193832 0.001343
14.450000 -3.856327 -5.603554 1.747227 1.164818 0.001343
14.460000 -3.854636 -5.559195 1.704559 1.136373 0.001344
14.470000 -3.854928 -5.541525 1.686598 1.124398 0.001344
14.480000 -3.856476 -5.547525 1.691050 1.127367 0.001344
14.490000 -3.856705 -5.556231 1.699526 1.133017 0.001343
